queueVersion,queueChecksum,word,length,strata,reviewerId,reviewedAt,source,class,confidence,reason,note
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RACE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RAM","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RAN","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RANGE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RAT","3","length:short;short-3-letter;morphology:base;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RATE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RATS","4","length:medium;not-3-letter;morphology:plural;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","REACT","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","READ","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RED","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RIG","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RIGHT","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","RING","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","ROLE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","ROSE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","ROW","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SAT","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SEA","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SEAR","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SET","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SHOE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SIM","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SING","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SLIM","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SMILE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SONG","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SORE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STALE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STAR","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STARE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STEAL","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STONE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","STREAM","6","length:long;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","SUN","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TACT","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TAKER","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TALE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TALES","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TAME","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TAMERS","6","length:long;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TAP","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TAR","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEA","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEAL","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEAM","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEAR","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEARS","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TEN","3","length:short;short-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TIME","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TONE","4","length:medium;not-3-letter;morphology:base;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TONES","5","length:medium;not-3-letter;morphology:plural;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TRACE","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TREE","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","TSAR","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","US","2","length:short;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","WARTER","6","length:long;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","WATER","5","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","WOLF","4","length:medium;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
"human-golden-queue-v1","df7f0f7182df6c606571901a416f046482b638d2fa8101d7f66a3f7247c30dc2","WONDER","6","length:long;not-3-letter;morphology:none;dialect:en;flag:none;review-not-required","","","human-review-v1","","","",""
